排名,排名变化,游戏名称,发行公司,昨日新增下载量,icon,类别,appid,公司名称,公司链接
57,0,真实货车模拟：模拟卡车,深圳明雅数娱网络科技有限公司,17952,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODIxLzIwMTgwODIxMjEyNzIxNDg0MDU1My5wbmc=,单机榜,6522552,-,无
58,0,真实公路汽车-城市模拟,深圳明雅数娱网络科技有限公司,18592,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDE1LzIwMTgxMDE1MTE0NjE1NzMyNzAzOS5wbmc=,单机榜,6722920,-,无
59,0,变形机器鲨3D-机甲激战觉醒,深圳市指天椒科技有限公司,30972,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTIzLzIwMTgxMTIzMTUwMDAwMTk1Njg4OC5qcGc=,单机榜,6770480,-,无
60,0,沙漠大冒险,建良工作室,6557,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPTUxMzgyZWJkNDA3NGM4OGU5NTcxZTJiZjE0ZjlhMTQ3JnJlZj1odHRwJTNBJTJGJTJGZy5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZnLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGd2glMjUzRDUxMiUyNTJDNTEyJTJGc2lnbiUzRDE5NDE0MWVjOGYyNmNmZmM2OTdmYjdiNzg4MzM2NmE1JTJGYTY4NmM5MTc3ZjNlNjcwOTY3Mzk3MjhhMzZjNzlmM2RmOGRjNTU4ZC5qcGc=,单机榜,1965800,-,无
61,0,雷龙出击-末日机甲战场,深圳市掌娱无限科技有限公司,7284,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDI1LzIwMTgxMDI1MTUzOTM2Mzg4MTg5OS5qcGc=,单机榜,6195076,-,无
62,0,小小英雄,广州四三九九信息科技有限公司,29730,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNDE5LzIwMTgwNDE5MTEwMDMxMTI3NDI1LnBuZw==,单机榜,4693339,广州四三九九信息科技有限公司,https://www.qimai.cn/company/product/id/30705
63,0,狂暴飞艇,,6822,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPTU5YzRlYWY2NTlkNjVjOGQ1YWRhMDRlMzE2ODI1ODgwJnJlZj1odHRwJTNBJTJGJTJGZS5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZlLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGcGljJTJGaXRlbSUyRjIxYTdkOTMzYzg5NWQxNDNjMWViYzIyZDc5ZjA4MjAyNWFhZjA3MWEuanBn,单机榜,1946197,-,无
64,0,荒岛求生,苏州大禹网络科技有限公司,16704,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwNi8yMDE3MDYyMzExNTExMjI0NzcyMi5wbmc=,单机榜,4603184,苏州大禹网络科技有限公司,https://www.qimai.cn/company/product/id/42047
65,0,魔法小芭比爱字母,君君工作室,12390,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPWRjM2FkNmIzNGUzODZlNTMyMzk5M2RjY2I2OWE1MzcxJnJlZj1odHRwJTNBJTJGJTJGZC5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZkLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGd2glMjUzRDUxMiUyNTJDNTEyJTJGc2lnbiUzRGZhZjE1N2QwNTc2MDM0YTgyOWI3YjA4NGZhMjE2NTYxJTJGNWFiNWM5ZWExNWNlMzZkM2I2ZWQ1ZGUxMzFmMzNhODdlODUwYjE3Mi5qcGc=,单机榜,5112549,-,无
66,0,海滨消消乐-免费风车币,乐元素科技（北京）股份有限公司,8199,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81Mjc4MjAxNV8xNTQzNDI4NzUwLzI1Ng==,单机榜,2662389,乐元素科技（北京）有限公司,https://www.qimai.cn/company/product/id/31188
67,0,泡泡精灵传奇-圣诞泡泡龙,深圳云步互娱网络科技有限公司,14024,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTIzLzIwMTgxMTIzMTkxMTUxNTM1MDU5NS5wbmc=,单机榜,3314655,-,无
68,0,球球大战,南京游罡网络科技有限公司,10352,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTAzLzIwMTgwOTAzMTAxNjEwNjcwMjAzNi5qcGc=,单机榜,6582701,-,无
69,0,疾速城市赛车,艺馨达科技,6078,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPTQ1ZDA1YTQ1MDExNWE0MzJmMTg0M2Q1OWYwYjE5NWQwJnJlZj1odHRwJTNBJTJGJTJGZi5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZmLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGcGljJTJGaXRlbSUyRjhhMjRiODk5YTkwMTRjMDhlM2M2MzhhZTAwN2IwMjA4N2JmNGY0MzguanBn,单机榜,1944139,-,无
70,0,火柴人联盟2,深圳市中顺和盈科技有限公司,15460,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDI1LzIwMTgxMDI1MTA1NDEzMTMyNjUzNC5qcGc=,单机榜,5055414,-,无
71,0,我的汉克狗,杭州哲信信息技术有限公司,9122,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwNi8yMDE3MDYxOTE4MzQxMDY1MzkxODAucG5n,单机榜,4481858,-,无
72,0,变形装甲-铠甲骑士战场,南京昕月亿科技有限公司,34544,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTA5LzIwMTgxMTA5MTEzMDMyMzI1NTM3Mi5qcGc=,单机榜,6776338,-,无
73,0,王牌机战（送话费）,上海蜂果网络科技有限公司,13863,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwMzA4LzIwMTgwMzA4MTYwOTEzNzA1ODAzMy5wbmc=,单机榜,5163381,-,无
74,0,怪兽消消消,北京柠檬微趣科技股份有限公司,15552,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjQ3NzkzOF8xNTQzMzc1MTIwLzI1Ng==,单机榜,4194932,-,无
75,0,途游斗地主（赢红包）,在线途游(北京)科技有限公司,8186,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTI2LzIwMTgwOTI2MTUxNTQ2Nzk3MjUzOC5wbmc=,单机榜,1965689,-,无
76,0,叶罗丽精灵梦,成都雷兽互动科技有限公司,8758,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDE5LzIwMTgxMDE5MDk0MDIyNjQ1ODAxMS5qcGc=,单机榜,4597053,-,无
77,0,梦幻家园（云养猫）,深圳市创梦天地科技有限公司,11316,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTI2LzIwMTgxMTI2MTYyMzU3NTkxNzAyMi5wbmc=,单机榜,6501387,-,无
78,0,欢乐赛车大战,深圳市创梦天地科技有限公司,4686,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwMzEyLzIwMTgwMzEyMTUxODQ5ODI0OTMwNy5wbmc=,单机榜,5905609,-,无
79,0,恐龙捕猎,南京齐聚元翔科技有限公司,30264,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDI2LzIwMTgxMDI2MTAyMDM1NTE5NjAzMC5qcGc=,单机榜,6739489,-,无
80,0,二战狙击,嘉丰永道（北京）科技股份有限公司,15543,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNTE2LzIwMTgwNTE2MTgwNDAwMjU2ODU5My5qcGc=,单机榜,1972964,-,无
81,0,消灭星星3最新版,嘉丰永道（北京）科技有限公司,5927,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMTE3MzY4OF8xNTQxMTQ5MzA1LzI1Ng==,单机榜,64194,嘉丰永道（北京）科技股份有限公司,https://www.qimai.cn/company/product/id/30722
82,0,黑洞大吞噬(求生大作战),深圳市乐云无线科技有限公司,16044,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODIzLzIwMTgwODIzMjIxNDM2MjQyODAwOC5wbmc=,单机榜,6528792,-,无
83,0,熊出没之熊大快跑（送话费）,合肥乐堂动漫信息技术有限公司,79307741,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDQyMjQxNl8xNTA2NTgzOTY2LzI1Ng==,单机榜,107879,合肥乐堂动漫信息技术有限公司,https://www.qimai.cn/company/product/id/30695
84,0,模拟卡车大师-货车越野,深圳明雅数娱网络科技有限公司,19552,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDMwLzIwMTgxMDMwMTk0MzI1NjE5MzM5OS5wbmc=,单机榜,6739410,-,无
85,0,变形金刚：地球之战,北京游道易网络文化有限公司,5972,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTE0LzIwMTgwOTE0MTAzMTMxNDM4NjgxMC5wbmc=,单机榜,3684998,-,无
86,0,僵尸尖叫,掌游天下（北京）信息技术股份有限公司,4744,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwMTMxLzIwMTgwMTMxMjAxNTEwMjQ4MzMyNi5wbmc=,单机榜,1946894,-,无
87,0,驾驶飞机模拟,科德电子科技,2929,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT0zJnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPTRlZmVhZDg4ZmM0MjRkZTNmNTRjYTgwNDMwYTQ5MWQ4JnJlZj1odHRwJTNBJTJGJTJGZS5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZlLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGcGljJTJGaXRlbSUyRjU3YTg1ZWRmOGRiMWNiMTNjNWU1YWUxZmQ3NTQ1NjRlOTI1ODRiMmEuanBn,单机榜,2212732,-,无
88,0,开心跳一跳,武汉指娱互动信息技术有限公司,11019,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTE3LzIwMTgwOTE3MTYyODU2MTQ4MTkzOS5wbmc=,单机榜,5856161,-,无
89,0,五子棋,武汉市多比特信息科技有限公司,12336,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwMy8yMDE3MDMyOTIwNDA0NDk2NzgxNzMucG5n,单机榜,3473310,-,无
90,0,纪念碑谷 完整版,深圳市创梦天地科技有限公司,5594,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMTM4MzU4OV8xNTE3NDAwMTAxLzI1Ng==,单机榜,153984,深圳市创梦天地科技股份有限公司,https://www.qimai.cn/company/product/id/30699
91,0,虐心直升机-绝地飞机求生,北京华澳擎海国际科技有限公司,24004,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwMzI2LzIwMTgwMzI2MTczNTM2NDM0NTg1NC5wbmc=,单机榜,5970485,-,无
92,0,疾风飞车世界（送兰博基尼）,深圳市创梦天地科技有限公司,5311,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNTIzLzIwMTgwNTIzMTUyNDMxMjE4MDIwOS5qcGc=,单机榜,2594700,深圳市创梦天地科技股份有限公司,https://www.qimai.cn/company/product/id/30699
93,0,叶罗丽美颜公主,成都嘉游信息技术有限公司,12872,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDMwLzIwMTgxMDMwMTgwMDUyMzY2NjY1NS5wbmc=,单机榜,6773373,-,无
94,0,汤姆猫快跑,杭州哲信信息技术有限公司,29178,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODIxLzIwMTgwODIxMTE1MTUwNzg1ODU4NC5qcGc=,单机榜,6542145,-,无
95,0,会说话的汤姆猫,杭州哲信信息技术有限公司,9075,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci90bXBpY29uLzIwMTgwNDEwLzIwMTgwNDEwMTExMDU4NzA3Nzc3Mi5qcGc=,单机榜,6407406,-,无
96,0,灰姑娘的伙伴,拓维信息系统股份有限公司,14509,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT0zJnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPTAzMzY3NzdmOGY1YzZlNmU2ZTVlY2Q4ZDgyYjk1MGEzJnJlZj1odHRwJTNBJTJGJTJGYS5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZhLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGd2glMjUzRDUxMiUyNTJDNTEyJTJGc2lnbiUzRDY4ZDMxYWFiNTllNzM2ZDE1ODQ2ODQwZGFhNjI2M2Y3JTJGNDcyMzA5Zjc5MDUyOTgyMmEyZDM2ZGI0ZGFjYTdiY2IwYjQ2ZDRlMS5qcGc=,单机榜,1946929,-,无
97,0,台球帝国,杭州铭先互联科技有限公司,5685,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNDI4LzIwMTgwNDI4MTQ0OTM4NDE4MTk1Ni5qcGc=,单机榜,1960200,-,无
98,0,NBA LIVE-征战新赛季,天津英雄互娱科技有限公司,12435,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDE1LzIwMTgxMDE1MTgwNTU0NTg3NDk0OC5wbmc=,单机榜,3185205,-,无
99,0,小龙学发型制作,西安立靶软件,4644,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPTE4NDlmMjA3YjM1Mjg3NzdmZTc3ZWMyYmQ0NDQxMzMyJnJlZj1odHRwJTNBJTJGJTJGZC5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZkLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGd2glMjUzRDUxMiUyNTJDNTEyJTJGc2lnbiUzRDNiODBkZWZhN2UwZTBjZjNhMGEyNDZmZTNiNzRkZTJhJTJGMGI1NWIzMTllYmM0Yjc0NWU4N2JjNGZlYzNmYzFlMTc4YjgyMTU2ZS5qcGc=,单机榜,5595667,-,无
100,0,驾驶模拟卡车,科德电子科技,4254,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPWU4ZGQ0NzIzZTBmMTI5NTI1ZTc2MDE0NTNkZWZiNzJjJnJlZj1odHRwJTNBJTJGJTJGZi5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZmLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGcGljJTJGaXRlbSUyRjU3OWIwMzNiNWJiNWM5ZWEwOGI1ZjhlY2RmMzliNjAwM2FmM2IzN2YuanBn,单机榜,3420424,北京分享时代科技股份有限公司,https://www.qimai.cn/company/product/id/9799
101,0,一起来飞车-极速氮气赛,天津英雄互娱科技有限公司,3714,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTE0LzIwMTgwOTE0MTkzNzM0OTYxNjAwMy5wbmc=,单机榜,2289268,-,无
102,0,奥特曼英雄传说（明日后送勇士）,上海迈趴纳网络技术有限公司,24342,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTI3LzIwMTgxMTI3MTEzNTE4NTc1Nzk5Mi5wbmc=,单机榜,6384194,-,无
103,0,保卫萝卜1,北京凯罗天下科技有限公司,3534,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMTY4NjI5XzE1MjA0MTQ5NzcvMjU2,单机榜,64175,北京凯罗天下科技有限公司,https://www.qimai.cn/company/product/id/30706
104,0,城市飞车,深圳市海富荣网络科技有限公司,7384,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMTUyNTk4MV8xNTQwNTQzMDYyLzI1Ng==,单机榜,64210,-,无
105,0,Beep飞机模拟2009,必普 科技,4830,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPTk0YWEzNWUwN2E2OTI5N2QyNmY3MjI5MDhlZjM5ZjI0JnJlZj1odHRwJTNBJTJGJTJGYS5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZhLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGcGljJTJGaXRlbSUyRjU1N2FkYWI0NGFlZDJlNzNiYjExYzcyNzhkMDFhMThiODZkNmZhYzUuanBn,单机榜,2662241,广州四三九九信息科技有限公司,https://www.qimai.cn/company/product/id/30705
106,0,皇冠街机捕鱼,河北宾奇软件开发有限公司,10188,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNjE1LzIwMTgwNjE1MTE1NjIwOTU1NjE3MS5wbmc=,单机榜,6316214,-,无
107,0,彩狗捕鱼（捕鱼赢红包）,义乌帕金文化传播有限公司,11240,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzAzLzIwMTgwNzAzMTYyNTAwNTM2Mjg0Ni5wbmc=,单机榜,5144370,-,无
108,0,四川麻将（血战到底）,深圳市禅游科技股份有限公司,4319,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzAzLzIwMTgwNzAzMTQ1MjIyMzE5ODgzOS5wbmc=,单机榜,1961802,-,无
109,0,方块合合乐（俄罗斯消除）,武汉汇多互动信息技术有限公司,33801,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwOS8yMDE3MDkwNDIwMDUwNDgzODY0MDAuanBn,单机榜,4839427,-,无
110,0,雷霆空袭-迷你飞机世界,北京易网科技有限公司,22280,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzMxLzIwMTgwNzMxMTgxODI1ODgxODgzNy5qcGc=,单机榜,6508501,-,无
111,0,饭局狼人杀,天津爱米未科技有限公司,6582,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjQ1ODU1MF8xNTQyMzU0NDAyLzI1Ng==,单机榜,3453915,-,无
112,0,球球跑酷,深圳市乐游戏科技有限公司,19876,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDI0LzIwMTgxMDI0MTUzNzA5NjIzMTI1My5qcGc=,单机榜,6750835,-,无
113,0,欢乐千炮捕鱼(赢话费）,深圳市隆达网络科技有限公司,412,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDA4LzIwMTgxMDA4MTUyMDA2ODk1NjU5LmpwZw==,单机榜,6475179,-,无
114,0,Monimoni驾驶模拟,,9813,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPThjOTZiYTYxYmU3M2Y1Y2E3ZTRiYWJjNjc5NTE0NWZjJnJlZj1odHRwJTNBJTJGJTJGZi5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZmLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGcGljJTJGaXRlbSUyRmQwMTllYmM0Yjc0NTQzYTk0NzI3MDJjMzE0MTc4YTgyYjkwMTE0ODUuanBn,单机榜,2615148,在线途游（北京）科技有限公司,https://www.qimai.cn/company/product/id/30700
115,0,火线冲突,咪咕互动娱乐有限公司,4653,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzA5LzIwMTgwNzA5MTcyOTI2Njg0NjMxMy5wbmc=,单机榜,1972818,-,无
116,0,街机达人捕鱼(赢手机),上海飘然网络科技有限公司,4190,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwOS8yMDE3MDkwNjEzMDUzNDc5Nzc1MzcucG5n,单机榜,1972836,-,无
117,0,数字华容道,武汉市多比特信息科技有限公司,8340,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwMzEzLzIwMTgwMzEzMTY1MzM0NjE4NDAzNy5wbmc=,单机榜,5921671,-,无
